Prospecting Data,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Company Name,Contact Name,,BusinessPhone,,,,Email,,,,,PWC,,,
Platinum Granite,75,houzz.com/professionals/tile-and-stone/platinum-granite-pfvwus-pf~25390195,8174106464,8174106441,,houzz.com/professionals/tile-and-stone/platinum-granite-pfvwus-pf25390195,,800 Port America Place Suite 400,,Southlake,76092,8,,houzz.com/professionals/tile-and-stone/platinum-granite-pfvwus-pf~25390195---Family owned and operated company specializing in granite countertops tile & hardwoods. Established in 1981.,Cell Not Valid
Town And Country Interiors,95,houzz.com/professionals/interior-designers-and-decorators/town-and-country-interiors-pfvwus-pf~755053225,4193042679,4198417252,,houzz.com/professionals/interior-designers-and-decorators/town-and-country-interiors-pfvwus-pf755053225,,7640 W. Bancroft St.,,Toledo,43601,9,,houzz.com/professionals/interior-designers-and-decorators/town-and-country-interiors-pfvwus-pf~755053225---At Town and Country Interiors it is all about YOU...your style your preferences and your budget. We will show you how to blend all of these in the best possible way finishing with the look you have only dreamed of.\n\nInvite us for a COMPLIMENTARY consultation and see what we can do for you!,Cell Not Valid
Mclains Cabinets,75,houzz.com/professionals/cabinets-and-cabinetry/mclain-s-cabinets-pfvwus-pf~1863518712,4062655053,,,houzz.com/professionals/cabinets-and-cabinetry/mclain-s-cabinets-pfvwus-pf1863518712,,,,Havre,59501,8,,houzz.com/professionals/cabinets-and-cabinetry/mclain-s-cabinets-pfvwus-pf~1863518712---Excellent Customer Service and installation of Cabinets and counter tops,Cell Not Valid
Real Turf Solutions,79,houzz.com/professionals/landscape-architects-and-landscape-designers/real-turf-solutions-pfvwus-pf~629163237,4782806061,,,houzz.com/professionals/landscape-architects-and-landscape-designers/real-turf-solutions-pfvwus-pf629163237,,104 Wimberly,,Haddock,31033,47,,houzz.com/professionals/landscape-architects-and-landscape-designers/real-turf-solutions-pfvwus-pf~629163237---Turf Management and Landscape Design,Cell Not Valid
Miller Troyer Custom Amish Cabinetry,587,houzz.com/professionals/kitchen-and-bath-designers/miller-troyer-custom-amish-cabinetry-pfvwus-pf~1669455578,6145957789,,,houzz.com/professionals/kitchen-and-bath-designers/miller-troyer-custom-amish-cabinetry-pfvwus-pf1669455578,,,,Columbus,43201,8,,houzz.com/professionals/kitchen-and-bath-designers/miller-troyer-custom-amish-cabinetry-pfvwus-pf~1669455578---Custom Amish Built Cabinetry and Remodeling,Cell Not Valid
Dallas Remodeling Group,79,houzz.com/hznb/professionals/tile-and-stone/dallas-remodeling-group-pfvwus-pf~973101706,9723537888,,,houzz.com/hznb/professionals/tile-and-stone/dallas-remodeling-group-pfvwus-pf973101706,,,,Lewisville,75057,2,,houzz.com/hznb/professionals/tile-and-stone/dallas-remodeling-group-pfvwus-pf~973101706---We're a M/WBE HUB certified woman owned business founded in 2001 who offers full service remodeling renovation and repair with high quality craftsmanship adjusted to your needs and specifications regardless of the extent of work you need done.,Cell Not Valid
Bay Area Appliances,95,houzz.com/hznb/professionals/appliances/bay-area-appliances-pfvwus-pf~1989520728,7278171456,,,houzz.com/hznb/professionals/appliances/bay-area-appliances-pfvwus-pf1989520728,,,,New Port Richey,34653,3,,houzz.com/hznb/professionals/appliances/bay-area-appliances-pfvwus-pf~1989520728---We offer new and immaculate rebuilt appliances for your home. We have been servicing the Bay Area for 15 years. We also offer factory authorized service for all appliances all brands and parts for most brands. We stand behind our work and take pride in our professional and courteous service.,Cell Not Valid
Interiors By Ammer,79,houzz.com/professionals/interior-designers-and-decorators/interiors-by-ammer-pfvwus-pf~1737432020,7342235626,,,houzz.com/professionals/interior-designers-and-decorators/interiors-by-ammer-pfvwus-pf1737432020,,,,Ann Arbor,48105,9,,houzz.com/professionals/interior-designers-and-decorators/interiors-by-ammer-pfvwus-pf~1737432020---We offer the best in interior design and decorating services. Please feel free to reach out with any questions or business inquiries you may have.,Cell Not Valid
Gandk Remodeling,95,houzz.com/professionals/kitchen-and-bath-designers/gandk-remodeling-pfvwus-pf~1384191606,3144520190,,,houzz.com/professionals/kitchen-and-bath-designers/gandk-remodeling-pfvwus-pf1384191606,,,,Saint Louis,63124,2,,houzz.com/professionals/kitchen-and-bath-designers/gandk-remodeling-pfvwus-pf~1384191606---Greg & Kelley are a husband & wife remodeling team located in St. Louis Mo.  They  have been in the remodeling industry as husband and wife for the last 9 years but have over 20 years of combined experience.  They approach each project as if they were the customer keeping in mind the customers desires and matching that with design and function.  Their motto \Your Home Is Where Our Heart Is\ drives them to provide the best in service each and everyday.,Cell Not Valid
Central Gas And Appliance Inc,79,houzz.com/professionals/appliances/central-gas-and-appliance-inc-pfvwus-pf~1258682814,3366723336,3366727165,,houzz.com/professionals/appliances/central-gas-and-appliance-inc-pfvwus-pf1258682814,,PO Box 1066,907 Pineview Rd.,Asheboro,27205,3,,houzz.com/professionals/appliances/central-gas-and-appliance-inc-pfvwus-pf~1258682814---Central Gas & Appliance Inc. is a locally owned and operated supplier of LP gas and offers a great range of gas appliances in central North Carolina.  We have everything from gas logs and vent-free gas fireboxes to heating and furnaces hot water and more!,Cell Not Valid
Mr Appliance Of Katy,79,houzz.com/hznb/professionals/appliances/mr-appliance-of-katy-pfvwus-pf~2015693967,2819424232,,,houzz.com/hznb/professionals/appliances/mr-appliance-of-katy-pfvwus-pf2015693967,,,,Seabrook,77586,3,,houzz.com/hznb/professionals/appliances/mr-appliance-of-katy-pfvwus-pf~2015693967---Expert Appliance Repair Services,Cell Not Valid
Bks Appliances,79,houzz.com/professionals/appliances/bk-s-appliances-pfvwus-pf~1199585808,2549337376,,,houzz.com/professionals/appliances/bk-s-appliances-pfvwus-pf1199585808,,,,Belton,76513,3,,houzz.com/professionals/appliances/bk-s-appliances-pfvwus-pf~1199585808---BK's Appliance is a family owned business that has been providing honest & dependable service to the Bell County area since 1998.,Cell Not Valid
Sipsas Excavating,75,houzz.com/professionals/septic-tanks-and-systems/sipsas-excavating-pfvwus-pf~721631890,7153728221,,,houzz.com/professionals/septic-tanks-and-systems/sipsas-excavating-pfvwus-pf721631890,,68055 S Main St,,Iron River,54847,29,,houzz.com/professionals/septic-tanks-and-systems/sipsas-excavating-pfvwus-pf~721631890---All Excavating Services with over 20yrs of experience,Cell Not Valid
Pizarro Interiors,75,houzz.com/professionals/interior-designers-and-decorators/pizarro-interiors-pfvwus-pf~1862323700,2818088604,2816673035,,houzz.com/professionals/interior-designers-and-decorators/pizarro-interiors-pfvwus-pf1862323700,,55 lyerly,,Webster,77598,9,,houzz.com/professionals/interior-designers-and-decorators/pizarro-interiors-pfvwus-pf~1862323700---Home office restaurant and hotel Interior design,Cell Not Valid
Woodyworldfinishcarpentry,75,houzz.com/professionals/cabinets-and-cabinetry/woodyworldfinishcarpentry-pfvwus-pf~378115344,7028893001,,,houzz.com/professionals/cabinets-and-cabinetry/woodyworldfinishcarpentry-pfvwus-pf378115344,,1551 dean martin dr.,,Las Vegas,89146,9,,houzz.com/professionals/cabinets-and-cabinetry/woodyworldfinishcarpentry-pfvwus-pf~378115344---home improvement,Cell Not Valid
Rhodes Construction,95,houzz.com/professionals/tile-and-stone/rhodes-construction-pfvwus-pf~1795357814,8705506333,,,houzz.com/professionals/tile-and-stone/rhodes-construction-pfvwus-pf1795357814,,,,White Hall,71602,2,,houzz.com/professionals/tile-and-stone/rhodes-construction-pfvwus-pf~1795357814---Custom finish work: faux finishes; tile; hardwood; trim; custom showers; laminate; stairways; and more,Cell Not Valid
Michael Taylor Interiors,33279,houzz.com/professionals/interior-designers-and-decorators/michael-taylor-interiors-pfvwus-pf~1451327088,9014870657,9012720264,,houzz.com/professionals/interior-designers-and-decorators/michael-taylor-interiors-pfvwus-pf1451327088,,Call for Appointment,,Memphis,38103,9,,houzz.com/professionals/interior-designers-and-decorators/michael-taylor-interiors-pfvwus-pf~1451327088---Michael Taylor Interiors offers design services from concept to completion. Something as simple as picking a paint color for a room or helping you to achieve a new look by redesigning one room or your entire house!  Renovating a house to building your dream home... Michael is a Certified Home Stager since 2001. If you are trying to sell your home it should  not list it without having it Professionally Staged. Don't trust your realtor on this hire a professional. A simple consultation and you do the work or my team can come in and do the work for you. Staging is a proven marketing technique to prepare your home for selling to appeal to the masses and possibly bring you more money than you are asking! Many of my staged homes are purchased by the first person who comes to see them.\nMichael is a 4 yr past president of the  Interior Design Society of Memphis and  member of the International Association of Home Staging Professionals.,Cell Not Valid
My Three Sons Landscaping,75,houzz.com/professionals/landscape-architects-and-landscape-designers/my-three-sons-landscaping-pfvwus-pf~437567470,9053345759,9053385759,,houzz.com/professionals/landscape-architects-and-landscape-designers/my-three-sons-landscaping-pfvwus-pf437567470,,2140 laurelwood dr,,Oakville,12345,47,,houzz.com/professionals/landscape-architects-and-landscape-designers/my-three-sons-landscaping-pfvwus-pf~437567470---outdoor live style improvements,Cell Not Valid
A Mar Interiors,75,houzz.com/professionals/tile-and-stone/a-mar-interiors-pfvwus-pf~469953273,5046894148,5046894148,,houzz.com/professionals/tile-and-stone/a-mar-interiors-pfvwus-pf469953273,,4869 Alex Pitre Lane,,Lafitte,70067,9,,houzz.com/professionals/tile-and-stone/a-mar-interiors-pfvwus-pf~469953273---Interior design and flooring,Cell Not Valid
Interiors By Jacquelyn Inc,75,houzz.com/professionals/interior-designers-and-decorators/interiors-by-jacquelyn-inc-pfvwus-pf~276945807,4097221492,4097224493,,houzz.com/professionals/interior-designers-and-decorators/interiors-by-jacquelyn-inc-pfvwus-pf276945807,,818 Nederland Ave,,Nederland,77627,9,,houzz.com/professionals/interior-designers-and-decorators/interiors-by-jacquelyn-inc-pfvwus-pf~276945807---Retail Business specializing in Interior Design.  Remolding and New Construction.  Materials sold in our store are the following various types of flooring draperies and granite.,Cell Not Valid
Williams Tile,75,houzz.com/professionals/tile-and-stone/williams-tile-pfvwus-pf~1325858900,8174730698,,,houzz.com/professionals/tile-and-stone/williams-tile-pfvwus-pf1325858900,,617 Prairieview Drive,,Mansfield,76063,74,,houzz.com/professionals/tile-and-stone/williams-tile-pfvwus-pf~1325858900---Tilestoneporcelainetc.\r\nSoldinstalled(all areas)\r\nRepairs and grout restoration.,Cell Not Valid
Garage Door Repair Pinecrest,79,houzz.com/hznb/professionals/garage-door-sales-and-installation/garage-door-repair-pinecrest-pfvwus-pf~1452946740,3054230414,,,houzz.com/hznb/professionals/garage-door-sales-and-installation/garage-door-repair-pinecrest-pfvwus-pf1452946740,,,,Miami,33122,22,,houzz.com/hznb/professionals/garage-door-sales-and-installation/garage-door-repair-pinecrest-pfvwus-pf~1452946740---Garage Door Repair Pinecrest is always ready to serve in Florida. We solve any kind of garage door problems. You can be sure of our quality of service and our quick response. We have a professional staff with many years of experience.,Cell Not Valid
Serene Interior Designs,127,houzz.com/professionals/interior-designers-and-decorators/serene-interior-designs-pfvwus-pf~344000641,2016741233,,,houzz.com/professionals/interior-designers-and-decorators/serene-interior-designs-pfvwus-pf344000641,,,,HACKENSACK,07601,5,,houzz.com/professionals/interior-designers-and-decorators/serene-interior-designs-pfvwus-pf~344000641---Owner Marina Storey brings to you over twenty years of professional experience in design and high-end service.  She has a passion for creating spaces that are not only beautiful but user-friendly.  While comfortable working with any design style she specializes in unifying her clients’ existing pieces with the perfect new ones to create a unique cohesive approachable look meant to be used and loved for years. Well known for her spirited and fun-loving personality Marina loves to develop client relationships discover their individual style and create the most fitting appropriate design filled with color texture and balance.,Cell Not Valid
Quick Fix Appliance Repair,79,houzz.com/professionals/appliances/quick-fix-appliance-repair-pfvwus-pf~253955892,2818702493,,,houzz.com/professionals/appliances/quick-fix-appliance-repair-pfvwus-pf253955892,,,,Houston,77079,3,,houzz.com/professionals/appliances/quick-fix-appliance-repair-pfvwus-pf~253955892---We realize that our most valued customer is a happy customer and we strive hard to accomplish that goal.,Cell Not Valid
Interior Designer For Heritage Hotels And Resorts,79,houzz.com/professionals/interior-designers-and-decorators/interior-designer-for-heritage-hotels-and-resorts-pfvwus-pf~1384366430,5059985453,,,houzz.com/professionals/interior-designers-and-decorators/interior-designer-for-heritage-hotels-and-resorts-pfvwus-pf1384366430,,,,Albuquerque,87102,5,,houzz.com/professionals/interior-designers-and-decorators/interior-designer-for-heritage-hotels-and-resorts-pfvwus-pf~1384366430---I am an interior designer for heritage hotels and resorts while a lot of our projects include southwestern design my favorite style is classic elegance mixed with a modern twist such as my first project \u003ca rel=\nofollow noopener noreferrer\ target=\_blank\ href=\http://www.casaesencia.com/\>http://www.casaesencia.com/\u003c/a>,Cell Not Valid
